Moldavia was at its greatest when Stephen III of Moldavia was ruling between 1457 and 1504 He was a great military leader winning 47 battles and losing only 2 After every battle he won Stephen would build a church Because he won 47 of the battles that he fought he ended up building 48 churches After Stephen the Great s death Moldavia came under the suzerainty of the Ottoman Empire during the 16th century,Moldavia 0 0 0 0 0 Stephen_III_of_Moldavia 0 0 0 0 0 0 0 0 0 0 Military 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Church 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Moldavia 0 0 0 Suzerainty 0 0 Ottoman_Empire 0 0 0 0
When Transylvania was the organic part of the Austria Hungary and the Ottoman Empire was in control of Wallachia and Moldavia almost all of the Romanians had limited rights as a citizen They stayed this way even when they made up most of the people in those areas,0 0 0 0 0 0 0 0 Austria Hungary 0 0 0 0 0 0 0 0 Wallachia 0 Moldavia 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
After the even more violent European Revolutions of 1848 did not so explained the Great Powers did not like the idea of Romania becoming a free nation and it was not a real possibility,0 0 0 0 0 European_Revolutions_of_1848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Alexandru Ioan Cuza walked with cautious steps he was not proclaiming a declaration of independence immediately because he knew it would bring a new war Instead he let Moldavia and Wallachia merged in the United Principalities of the Ottoman Empire and increasing self government to a greater degree,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Prince Karl of Hohenzollern Sigmaringen became the new leader and was later called Carol I of Romania While the Russo Turkish War  was happening Romania battled on the Russian side When the Treaty of Berlin of 1878 was signed the Great power made Romania an Romanian War of Independence state In return they had to give Russia three of their southern districts of Bessarabia In 1881 the principality became a monarchy with Prince Carol ruling as King Carol I,0 0 0 Hohenzollern 0 0 0 0 0 0 0 0 0 Carol_I_of_Romania 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Treaty_of_Berlin_of_1878 0 0 0 Great_power 0 0 0 Romanian_War_of_Independence 0 0 0 0 0 0 0 0 0 0 0 0 Districts 0 Bessarabia 0 0 0 Principality 0 0 Monarchy 0 0 0 0 0 0 0 0
When World War I started in August of 1914 Romania said it was a neutral country In 1916 after from the Allies of World War I Romania joined the Allies Romania then started a war against Austria Hungary,0 World_War_I 0 0 0 0 0 0 0 0 0 0 0 Country 0 0 0 0 0 Allies_of_World_War_I 0 0 0 0 0 0 0 0 0 0 0 0
The Romanian military campaign ended in disaster for Romania after the invading forces were stopped in 1917 High mortality among military and civilians were estimated Moldova was one of the only parts of Romania that was not captured when it stopped its attackers in 1917 By the time World War I was over Austria Hungary had been weakened and an independent Hungarian republic was proclaimed This allowed Bessarabia Bukovina and Transylvania to become part of the Kingdom of Romania in 1918 After the Treaty of Trianon was in 1920 Hungary as agreed gave up the of the Austro Hungarian Monarchy over Transylvania Romania and Bukovina were joined together in 1919 as a of the Treaty of Saint Germain Bessarabia joined with Romania in 1920 when the Treaty of Paris  was signed,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Austria Hungary 0 0 0 0 0 0 0 0 0 0 0 0 0 Bukovina 0 0 0 0 0 0 0 Kingdom_of_Romania 0 0 0 0 Treaty_of_Trianon 0 0 0 Hungary 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Treaty_of_Saint_Germain 0 0 0 0 0 0 0 0 0 0 0
The country s troops fought together with the German Wehrmacht against the Soviet Union,0 0 0 0 0 0 0 0 0 0 0 0 0 0
In summer of 1941 Romania join Hitler s war against the Soviet Union in combination also Finland Slovakia and Hungary join Hitlers war Romania built concentration camps and began conducting a Pogrom of which became very extreme in the city of Iasi,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Finland Slovakia 0 Hungary 0 0 0 0 0 0 0 0 0 0 Pogrom 0 0 0 0 0 0 0 0 0 0
On October 22 1941 the Soviet union with bombs blow up the Romanian military headquarters in Odessa and killed 66 Romanian soldiers As revenge Ion Antonescu decided that for every dead Romanian officer 200 Soviet communists must be killed and for each dead soldier 100 communists must be killed All other Communists were imprisoned and Jewish families were taken hostage in the hope that the partisan movement would cease its operations The day after in Bucharest on October 23 1941 around 5 000 people and the majority were Jews was arrested who later executed by hanging In the Soviet village Dalnik almost 20 000 Jews were incarcerated in to several locked buildings and burned alive,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Hanging 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
After the massacre many of the Jews who remained in Odessa were sent to various concentration camps Nearby Odessa on October 25 1941 approximately 40 000 Jews was gathering together on a special closed military secured area and the Jews had to stay outdoors for more than ten days without food or supply Many died of cold and starvation The survivors were murdered one month later,0 0 0 0 0 0 0 0 0 0 Odessa 0 0 0 0 0 0 0 Odessa 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Totally approximately 469 000 Jews had been murdered by the military and police in Romania between 1941 1944 including the 325 000 murdered Jews in Bessarabia and Bukovina,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Bessarabia 0 Bukovina
At the end of 1943 the Red Army liberated most of Soviet territory and started advancing westward from its borders to defeat Nazi Germany and its allies It was in this context that the Soviet forces crossed Romania If the Soviet Union could hit Romania Nazi Germany s last hope is gone said the military leadership of the Red Army Russians deposited the entire 1 5 million soldiers in the attack against Romania and Romania last reserves consisting only of 138 000 soldiers During the summer of 1944 it began the attack on Bessarabia and the Romanian army fled the area On 2 August the whole Bessarabia is captured by the Red Army The Russians then went a long way in Romania and on 23 August they reached into the Romanian capital Bucharest The public opinion turned in the country against Antonescu and of summer 1944 he was deposed and imprisoned The new government signed a ceasefire and extradited itself to the Soviet Union The Red Army killed the members from the old fascist regime on June 1 1946,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Soviet_Union 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
The Soviet Union replaced the royal monarchy with a communist regime in 1947 The Soviet Union took the country s resources which led to increased poverty in Romania,0 0 0 0 0 0 Monarchy 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Poverty 0 0
Michael I abdicated the throne and had to leave Romania in 1947 because of the Communists Romania changed from a monarchy into a republic The Union of Soviet Socialist Republics occupied Romania until the late 1950s when Soviet troops left Romania During this time resources in Romania were taken by the Soviet Union due to agreements made by Communist leaders,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Republic 0 Union_of_Soviet_Socialist_Republics 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
After the Cold War Romania became closer friends with Western Europe In 2004 Romania joined NATO and hosted the 2008 summit The country applied in June 1993 for membership in the European Union and became an Associated State of the EU in 1995 an Acceding Country in 2004 and a member on January 1 2007,0 0 Cold_War 0 0 0 0 0 Western_Europe 0 0 0 0 Nato 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 European_Union 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Romania is a part of southeastern Europe It borders the Black Sea and the Danube The Carpathian Mountains lie in the center,0 0 0 0 0 0 0 0 0 0 Black_Sea 0 0 Danube 0 Carpathian_Mountains 0 0 0 0
The land in Romania is made up of equal parts of mountains hills and low lying areas The Carpathian Mountains make up a big part of the center of Romania List of mountain peaks in Romania are taller than The tallest mountain in Romania is Moldoveanu Peak with a peak altitude of,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 List_of_mountain_peaks_in_Romania 0 0 0 0 0 0 0 0 0 Moldoveanu_Peak 0 0 0 0 0
The Danube is the longest river in Romania Its length inside Romania is about That is almost half of the length of the entire Danube Almost all of the rivers in Romania are either or tributary of the Danube,0 0 0 0 0 River 0 0 0 Length 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Tributary 0 0 0
Romania has a climate that changes between temperate climate and continental climate climates The reason for the climate changes is because Romania is near the coast Romania has four different seasons The average temperature during the year is in southern Romania and in the northern part,0 0 0 Climate 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Lots of rain and snow falls on the highest western mountains Most of this falls as snow In the southern parts of the country the amount of rain and snow that falls is around,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Snow 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
The language of Romania is Romanian language The Romanian language is an Eastern Romance languages,0 0 0 0 0 Romanian_language 0 0 0 0 0 Eastern_Romance_languages
Bucharest is the Capital  of Romania It also is the biggest city in Romania with a population of over 2 millions peoples,Bucharest 0 0 0 0 0 0 0 0 0 0 City 0 0 0 0 0 0 0 0 0 0
Thirteen other cities in Romania have a population of more than 100 000 people,0 0 0 0 0 0 0 0 0 0 0 0 0 0
By the first quarter of 2011 the average monthly household income is 2 318 Romanian leu,0 0 0 0 0 0 0 0 0 0 0 0 0 0 Romanian_leu
The different between countryside and urban area may vary the income is 36 per cent higher in the urban area than in the countryside The pension system is reformed,0 0 0 Countryside 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
The most worrying thing is the fact that there are more pensioners than the number of working people because many who dismissed during the privatizations had per retirement Romanian Pensioners average pension at the month is at about 190 euros The current low average retirement age will be gradually increased until 2014 when it gets 60 years for women and 65 years for men,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
The Constitution of Romania is found to be based from the Constitution of France s Fifth Republic It was passed into law on December 8 1991 after a referendum was held 73 were added to the constitution in October of 2003 to bring the constitution of Romania up to code with the constitution of the European Union,0 Constitution_of_Romania 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Referendum 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
The judicial branch of the Romanian government is separate from the other branches It is made up of a of courts The court with the most authority is the High Court of Cassation and Justice which is the supreme court of Romania Other courts including appeal county and local courts also make up the judicial branch of the Romanian Government The way the system of courts works in Romania is modelled off of the French model of law It is based on Civil law ,0 Judicial_Branch 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Romania is divided into Counties of Romania including the municipality of Bucharest which is also its own county,0 0 0 0 Counties_of_Romania 0 0 0 0 Bucharest 0 0 0 0 0 0
Romania is further into 319 Cities of Romania and 2 686 Communes of Romania Each of the communes has its own council that is led by a mayor,0 0 0 0 0 Cities_of_Romania 0 0 0 Communes_of_Romania 0 0 0 0 0 0 0 0 0 0 0 0 0 Mayor
A simile is a figure of speech that compares two different things usually by using the words like or as It is used to make a direct Similes may be confused with metaphors which do the same kind of thing Similes use comparisons with the words like or as Metaphors use indirect comparisons without the words like or as,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Metaphors 0 0 0 0 0 0 0 0 0 0 0 0 0 Like 0 0 0 0 0 0 0 0 0 0 0 0
Like a hungry wolf he ate the food,0 0 0 0 0 0 0 0
The color yellow is like walking into a surprise birthday party,0 0 0 0 0 0 0 0 0 0 0
The other team s quarterback is as big as a redwood tree,0 0 0 0 0 0 0 0 0 0 0 0
Kingda Ka is as green as a pine tree,0 0 0 0 0 0 0 0 0
is an old manuscript written by the Arabic language scholar Sayf al Din al Amidi He talks about similes,0 0 0 Manuscript 0 0 0 Arabic_Language Scholar 0 0 0 0 0 0 0 0 0
the first shogun of the Kamakura shogunate,0 0 0 0 0 Kamakura_shogunate
Tuesday is the day of the week between Monday and Wednesday In some countries for example the United States Tuesday is the third day of the week In other parts of the world Tuesday is the second day of the week,0 0 0 0 0 0 0 0 Monday 0 Wednesday 0 0 0 0 0 0 United_States 0 0 0 0 0 0 0 Week 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Architecture is the art and science of the design of structures or buildings such as houses places of worship and office buildings Architecture is also the profession of an architect Usually a person must at an institution of higher education to become an architect,0 0 0 Art 0 Science 0 0 Design 0 Structures 0 Buildings 0 0 0 0 0 0 0 0 0 0 0 0 0 Profession 0 0 Architect 0 0 0 0 0 0 Institution 0 Higher_Education 0 0 0 Architect
In ancient times there were architects long before there was higher education,0 0 0 0 0 0 0 0 0 0 0 0
Architecture can be about small designs such as a garage or large designs such as a whole city Architecture often overlaps with civil engineering and architects and civil engineers often work together,0 0 0 0 0 0 0 0 0 Garage 0 0 0 0 0 0 0 City 0 0 0 0 Civil_Engineering 0 0 0 0 0 0 0 0
Classical Architecture was very formal and it always obeyed laws It used symmetry which really means and it used proportion which means keeping shapes in certain ways The Golden ratio was a rule which said if you are making a room or any other thing it will work best if you always make the long side 1 6 times longer than the short side There are many laws in Classical Architecture like how high the middle of an arched bridge needs to be These laws were learned from thousands of years of experience and they are as true today as they were 2000 years ago,0 0 0 0 0 0 0 0 0 Laws 0 0 Symmetry 0 0 0 0 0 0 Proportion 0 0 0 0 0 0 0 0 Golden_ratio 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Bridge 0 0 0 0 0 0 0 0 0 0 Years 0 0 0 0 0 0 0 0 0 0 0 0 0 0
In some parts of the world like India the architecture is famous for carving the stone on temples and palaces Different architectural styles were made in China Japan Southeast Asia Africa Mexico and Central and South America,0 0 0 0 0 0 0 India 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 China Japan 0 0 Africa Mexico 0 0 0 South_America
Later people in Western Europe in the Middle Ages made Romanesque architecture then Gothic architecture Gothic buildings have tall pointed windows and arches Many churches have Gothic architecture Castles were also built at this time In Eastern Europe churches usually had domes People added their own ideas and decoration to the Classical Architecture of the past The Renaissance brought a return to classical ideas,0 0 0 Western_Europe 0 0 Middle_Ages 0 Romanesque_architecture 0 Gothic_Architecture 0 0 0 0 0 Windows 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Eastern_Europe 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Renaissance 0 0 0 0 0 0
In the late 18th century with the Industrial Revolution people began to invent machines to make things quickly and cheaply Many factory and Mill  were built during or after this revolution Decades later in the Victorian era architects like George Fowler Jones and Decimus Burton still followed the Gothic style to build new churches Up to this point buildings were limited in size and style by the strength of the wood and masonry used to construct them Gothic cathedrals were among the largest buildings because the gothic arch when combined with buttresses allowed stone buildings to be built taller For example the cathedral in Ulm Germany is over 500 feet tall However building with stone has its limits and building too tall could result in collapse This happened to the Beauvais Cathedral which was never completed,0 0 0 0 0 0 0 Industrial_Revolution 0 0 0 Invent 0 0 0 0 0 0 0 0 Factory 0 0 0 0 0 0 0 0 0 0 0 0 0 Victorian_era 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Masonry 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Ulm 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Beauvais_Cathedral 0 0 0 0
Towards the end of the 19th Century with a second Industrial Revolution steel became much cheaper Architects began to use inventions like metal girders and reinforced concrete to build An example is the Eiffel Tower in Paris Buildings can now be built taller than ever before We call them skyscrapers This new technology has made us free from traditional limitations and because of the new possibilities presented by these materials many traditional methods of construction and ideas about style were reevaluated replaced or abandoned Cheap strong glass soon brought transparent exterior walls especially for office buildings,0 0 0 0 0 0 0 0 0 0 0 0 Steel 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Eiffel_Tower 0 Paris 0 0 0 0 0 0 0 0 0 0 0 0 Skyscrapers 0 0 Technology 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ad hominem is a Latin language word for a type of argument It is a word often used in rhetoric Rhetoric is the science of speaking well and convincing other people of your ideas,0 0 0 0 Latin_Language 0 0 0 0 0 Argument 0 0 0 0 0 0 0 Rhetoric 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Translated to English ad hominem means against the person In other words when someone makes an ad hominem they are attacking the person they are arguing against instead of what they are saying,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
The term comes from the Latin word homo which means human Hominem is a gender neutral version of the word homo In ancient Rome it referred to all free men or in other words all free human beings,0 0 0 0 0 0 0 0 0 0 Human 0 0 0 Gender 0 0 0 0 0 0 0 0 Rome 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Ad hominem can be a way to use reputation rumors and hearsay to change the minds of other people listening When a social network has already excluded or exiled one person or applied a negative label to them this can work more often,0 0 0 0 0 0 0 0 Reputation 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Label 0 0 0 0 0 0 0
It is most of the time considered to be a weak and poor argument In courts and in diplomacy ad hominems are not appreciated,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Diplomacy 0 0 0 0 0
Ad hominems are not wrong every time For example when people think that someone can t be Trust  things that they have said previously can be doubted,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
In logic a is something that starts with premises and goes through a few logical arguments to reach a conclusion,0 Logic 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
In this example it can be seen that the fact that person A is uneducated and poor is used to prove that abortion should not be illegal,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Fallacy for a list of other types of rhetorical arguments,Fallacy 0 0 0 0 0 0 0 0 0
Mercure Hotels a chain of hotels run by Accor,Mercure_Hotels 0 0 0 0 0 0 0
Dassault Mercure a French airliner built in the 1970s,0 0 0 0 0 0 0 0
The term Program can be used in many ways,0 0 0 0 0 0 0 0 0
A program or programme can be a plan of how to do something It tells the steps that we think we need to do to make something happen For example a government might make a program to improve the health of the people in part of a country by giving the people better food by helping to kill insects that carry diseases and by bringing more Medical doctor,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Government 0 0 0 0 0 0 0 Health 0 0 0 0 0 0 0 Country 0 0 0 0 0 Food 0 0 0 0 Insects 0 0 Diseases 0 0 0 0 Medical_doctor
Television programme is a show that is on television,Television_programme 0 0 0 0 0 0 Television
Radio programming is similar to a television program but it is on the radio,0 0 0 0 0 0 0 0 0 0 0 0 Radio
Webcast is similar to a television program but it is shown on the Internet,Webcast 0 0 0 0 0 0 0 0 0 0 0 0 Internet
12 step program is a way people use to stop doing something Examples would be to stop drinking alcohol stop smoking tobacco or stop using drugs,12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Alcohol 0 0 Tobacco 0 0 0 Drugs
an event program is a thing that lists the what will happen during an event such as an opera or auction,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Opera 0 Auction
Kuala Lumpur is the capital city of Malaysia and a Federal Territory After Putrajaya was constructed in the late 1990s the administrative capital has been moved there Kuala Lumpur has one of the tallest buildings in the world the Petronas Twin Towers,0 0 0 0 0 0 Malaysia 0 0 0 0 0 Putrajaya 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 Petronas_Twin_Towers
Kuala Lumpur has a tropical rainforest climate,0 0 0 0 0
The annual rainfall in Kuala Lumpur is high The rainfall distribution is even in the city with heavy rainfall all the year In April and November the monthly rainfall is slightly higher,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 April 0 November 0 0 0 0 0 0
Comprehensive Travel Guide to Kuala Lumpur City Guide hotels attractions and vacations,0 0 0 0 0 0 0 0 0 0 0 0
